ID	System	Annotator	Source	Reference	Hypothesis	Difficulty	Accuracy	Addition	Duplication	Fluency	Grammar	Mistranslation	NonExistingWordForm	Omission	OverlyLitteral	Typography	Unintelligible	WordOrder
3	PA_offline	A2	Und hier, hier sieht er ein Muster von Bündeln, das ihn an die tansanische Giraffe erinnert.	And here, here he sees a grouping pattern that reminds him of the Tanzanian Giraffe.	And here, this is a pattern of albs that reminds him of the tansanic giraffe.	3.32	0	0	0	0	0	0	2	1	0	0	0	0
3	PA_online	A1	Und hier, hier sieht er ein Muster von Bündeln, das ihn an die tansanische Giraffe erinnert.	And here, here he sees a grouping pattern that reminds him of the Tanzanian Giraffe.	And here, here he's seeing a pattern of alliances that would turn him to the tansanic giraffe.	3.32	0	0	0	0	1	2	1	0	0	0	0	0
3	PA_online	A2	Und hier, hier sieht er ein Muster von Bündeln, das ihn an die tansanische Giraffe erinnert.	And here, here he sees a grouping pattern that reminds him of the Tanzanian Giraffe.	And here, here he's seeing a pattern of alliances that would turn him to the tansanic giraffe.	3.32	0	0	0	0	2	4	1	0	0	0	0	0
3	TF_offline	A1	Und hier, hier sieht er ein Muster von Bündeln, das ihn an die tansanische Giraffe erinnert.	And here, here he sees a grouping pattern that reminds him of the Tanzanian Giraffe.	And here, he's seeing a pattern of alliances that reminds him of the tansian giraffe.	3.32	0	0	0	0	1	1	1	0	0	0	0	0
3	TF_offline	A2	Und hier, hier sieht er ein Muster von Bündeln, das ihn an die tansanische Giraffe erinnert.	And here, here he sees a grouping pattern that reminds him of the Tanzanian Giraffe.	And here, he's seeing a pattern of alliances that reminds him of the tansian giraffe.	3.32	0	0	0	0	1	2	1	0	0	0	0	0
3	TF_online	A1	Und hier, hier sieht er ein Muster von Bündeln, das ihn an die tansanische Giraffe erinnert.	And here, here he sees a grouping pattern that reminds him of the Tanzanian Giraffe.	And here, here he is seeing a pattern of alles that can put him on the Tanzanian giraffe.	3.32	0	0	0	0	1	1	1	0	0	0	0	0
3	TF_online	A2	Und hier, hier sieht er ein Muster von Bündeln, das ihn an die tansanische Giraffe erinnert.	And here, here he sees a grouping pattern that reminds him of the Tanzanian Giraffe.	And here, here he is seeing a pattern of alles that can put him on the Tanzanian giraffe.	3.32	0	1	0	0	1	3	1	0	0	0	0	0
4	PA_offline	A1	dann müssen wir unsere Must-Run Kapazitäten im Netz abbauen.	and then we have to decrease our must-run capacities in the network.	We then have to build our Must-Run capacity on the Web.	0.19	0	0	0	0	0	1	0	0	0	2	0	0
4	PA_offline	A2	dann müssen wir unsere Must-Run Kapazitäten im Netz abbauen.	and then we have to decrease our must-run capacities in the network.	We then have to build our Must-Run capacity on the Web.	0.19	0	0	0	0	1	1	0	0	0	0	0	1
4	PA_online	A1	dann müssen wir unsere Must-Run Kapazitäten im Netz abbauen.	and then we have to decrease our must-run capacities in the network.	We then need to have our Must-Run capacity to build off the Web.	0.19	0	0	0	0	0	1	0	0	1	2	0	0
4	PA_online	A2	dann müssen wir unsere Must-Run Kapazitäten im Netz abbauen.	and then we have to decrease our must-run capacities in the network.	We then need to have our Must-Run capacity to build off the Web.	0.19	0	1	0	0	0	1	0	0	0	0	0	1
4	TF_offline	A1	dann müssen wir unsere Must-Run Kapazitäten im Netz abbauen.	and then we have to decrease our must-run capacities in the network.	We then have to deconstruct our Must-Run capacity on the Net.	0.19	0	0	0	0	0	0	0	0	1	2	0	0
4	TF_offline	A2	dann müssen wir unsere Must-Run Kapazitäten im Netz abbauen.	and then we have to decrease our must-run capacities in the network.	We then have to deconstruct our Must-Run capacity on the Net.	0.19	0	0	0	0	1	1	0	0	1	0	0	1
4	TF_online	A1	dann müssen wir unsere Must-Run Kapazitäten im Netz abbauen.	and then we have to decrease our must-run capacities in the network.	Then we have to take our Must-Run capacity on the web.	0.19	0	0	0	0	0	1	0	0	0	1	0	0
4	TF_online	A2	dann müssen wir unsere Must-Run Kapazitäten im Netz abbauen.	and then we have to decrease our must-run capacities in the network.	Then we have to take our Must-Run capacity on the web.	0.19	0	0	0	0	1	0	0	0	0	1	0	0
5	PA_offline	A1	Drei Monate später war ich umgezogen und das Abenteuer ging weiter.	Three months later I had relocated, and the adventure has continued.	Three months later, I was moved, and the adventure went on.	1	0	0	0	0	0	0	0	0	1	0	0	0
5	PA_offline	A2	Drei Monate später war ich umgezogen und das Abenteuer ging weiter.	Three months later I had relocated, and the adventure has continued.	Three months later, I was moved, and the adventure went on.	1	0	0	0	0	0	0	0	0	2	0	0	0
5	PA_online	A1	Drei Monate später war ich umgezogen und das Abenteuer ging weiter.	Three months later I had relocated, and the adventure has continued.	Three months later, I was moved, and the adventure continued.	1	0	0	0	0	0	0	0	0	1	0	0	0
5	PA_online	A2	Drei Monate später war ich umgezogen und das Abenteuer ging weiter.	Three months later I had relocated, and the adventure has continued.	Three months later, I was moved, and the adventure continued.	1	0	0	0	0	0	1	0	0	0	0	0	0
5	TF_offline	A1	Drei Monate später war ich umgezogen und das Abenteuer ging weiter.	Three months later I had relocated, and the adventure has continued.	Three months later, I moved around, and the adventure went on.	1	0	0	0	0	0	0	0	0	1	0	0	0
5	TF_offline	A2	Drei Monate später war ich umgezogen und das Abenteuer ging weiter.	Three months later I had relocated, and the adventure has continued.	Three months later, I moved around, and the adventure went on.	1	0	0	0	0	0	0	0	1	2	0	0	0
5	TF_online	A1	Drei Monate später war ich umgezogen und das Abenteuer ging weiter.	Three months later I had relocated, and the adventure has continued.	Three months later, I was moved around and the adventure continued to go.	1	0	0	1	0	0	0	0	0	1	1	0	0
5	TF_online	A2	Drei Monate später war ich umgezogen und das Abenteuer ging weiter.	Three months later I had relocated, and the adventure has continued.	Three months later, I was moved around and the adventure continued to go.	1	0	0	0	0	0	0	0	0	2	0	0	0
6	PA_offline	A1	Ich will aber sagen, dass es für uns natürlich eine entsprechende Leistungssteigerung ist, auch gewissen Dinge zu erzielen.	But what I want to say is that for us it is of course accordingly an increase in efficiency, to manage to do certain things.	But I want to say that, of course, for us, it's a corresponding increase in performance to also achieve certain things.	2.18	0	0	0	1	0	0	0	0	0	0	0	0
6	PA_offline	A2	Ich will aber sagen, dass es für uns natürlich eine entsprechende Leistungssteigerung ist, auch gewissen Dinge zu erzielen.	But what I want to say is that for us it is of course accordingly an increase in efficiency, to manage to do certain things.	But I want to say that, of course, for us, it's a corresponding increase in performance to also achieve certain things.	2.18	0	0	0	0	0	1	0	0	3	0	0	0
6	PA_online	A1	Ich will aber sagen, dass es für uns natürlich eine entsprechende Leistungssteigerung ist, auch gewissen Dinge zu erzielen.	But what I want to say is that for us it is of course accordingly an increase in efficiency, to manage to do certain things.	But I want to say that it's obviously a corresponding unit for us to also make certain things.	2.18	0	0	0	1	0	2	0	0	0	0	0	0
6	PA_online	A2	Ich will aber sagen, dass es für uns natürlich eine entsprechende Leistungssteigerung ist, auch gewissen Dinge zu erzielen.	But what I want to say is that for us it is of course accordingly an increase in efficiency, to manage to do certain things.	But I want to say that it's obviously a corresponding unit for us to also make certain things.	2.18	0	0	0	0	0	0	0	2	1	0	0	0
6	TF_offline	A1	Ich will aber sagen, dass es für uns natürlich eine entsprechende Leistungssteigerung ist, auch gewissen Dinge zu erzielen.	But what I want to say is that for us it is of course accordingly an increase in efficiency, to manage to do certain things.	But I want to say that, of course, it's a corresponding capacity for us to get certain things.	2.18	0	0	0	1	0	2	0	0	0	0	0	0
6	TF_offline	A2	Ich will aber sagen, dass es für uns natürlich eine entsprechende Leistungssteigerung ist, auch gewissen Dinge zu erzielen.	But what I want to say is that for us it is of course accordingly an increase in efficiency, to manage to do certain things.	But I want to say that, of course, it's a corresponding capacity for us to get certain things.	2.18	0	0	0	0	0	2	0	0	2	0	0	0
6	TF_online	A1	Ich will aber sagen, dass es für uns natürlich eine entsprechende Leistungssteigerung ist, auch gewissen Dinge zu erzielen.	But what I want to say is that for us it is of course accordingly an increase in efficiency, to manage to do certain things.	But I want to say that it's natural for us to have a corresponding capacity, to achieve certain things.	2.18	0	0	0	1	0	2	0	0	0	1	0	0
6	TF_online	A2	Ich will aber sagen, dass es für uns natürlich eine entsprechende Leistungssteigerung ist, auch gewissen Dinge zu erzielen.	But what I want to say is that for us it is of course accordingly an increase in efficiency, to manage to do certain things.	But I want to say that it's natural for us to have a corresponding capacity, to achieve certain things.	2.18	0	0	0	0	0	1	0	1	1	0	0	0
7	PA_offline	A1	Sie würde ihr Kind nicht gegen Kinderlähmung impfen. Auf keinen Fall.	She wasn't going to vaccinate her kid against polio, no way.	She wouldn't vaccinate her child against child dissection, not in any case.	2.27	0	0	0	0	0	1	0	0	0	0	0	0
7	PA_offline	A2	Sie würde ihr Kind nicht gegen Kinderlähmung impfen. Auf keinen Fall.	She wasn't going to vaccinate her kid against polio, no way.	She wouldn't vaccinate her child against child dissection, not in any case.	2.27	0	0	0	0	0	1	0	0	1	0	0	0
7	PA_online	A1	Sie würde ihr Kind nicht gegen Kinderlähmung impfen. Auf keinen Fall.	She wasn't going to vaccinate her kid against polio, no way.	She would not be a child against child's upset. No way.	2.27	0	0	0	0	0	3	0	0	0	0	0	0
7	PA_online	A2	Sie würde ihr Kind nicht gegen Kinderlähmung impfen. Auf keinen Fall.	She wasn't going to vaccinate her kid against polio, no way.	She would not be a child against child's upset. No way.	2.27	0	0	0	0	1	2	0	0	0	0	0	0
7	TF_offline	A1	Sie würde ihr Kind nicht gegen Kinderlähmung impfen. Auf keinen Fall.	She wasn't going to vaccinate her kid against polio, no way.	She wouldn't vaccinate her child against child survival, certainly not.	2.27	0	0	0	0	0	1	0	0	0	0	0	0
7	TF_offline	A2	Sie würde ihr Kind nicht gegen Kinderlähmung impfen. Auf keinen Fall.	She wasn't going to vaccinate her kid against polio, no way.	She wouldn't vaccinate her child against child survival, certainly not.	2.27	0	0	0	0	0	2	0	0	0	0	0	0
7	TF_online	A1	Sie würde ihr Kind nicht gegen Kinderlähmung impfen. Auf keinen Fall.	She wasn't going to vaccinate her kid against polio, no way.	She would not have her child fighting polio polio. At no rate.	2.27	0	0	1	1	0	1	0	1	0	0	0	0
7	TF_online	A2	Sie würde ihr Kind nicht gegen Kinderlähmung impfen. Auf keinen Fall.	She wasn't going to vaccinate her kid against polio, no way.	She would not have her child fighting polio polio. At no rate.	2.27	0	1	1	0	0	2	0	0	0	0	0	0
8	PA_offline	A1	Ich bedaure das. bin aber aber ich versuche best möglich daraus zu lernen, um es andere weiterzugeben.	I'm sorry about that, but I strive to learn one thing that I can pass on to other people.	I'm praying. But I'm trying to learn what we can to give it to others.	3.26	0	0	0	0	0	2	0	0	0	0	0	0
8	PA_offline	A2	Ich bedaure das. bin aber aber ich versuche best möglich daraus zu lernen, um es andere weiterzugeben.	I'm sorry about that, but I strive to learn one thing that I can pass on to other people.	I'm praying. But I'm trying to learn what we can to give it to others.	3.26	0	0	0	0	0	3	0	1	1	0	0	0
8	PA_online	A1	Ich bedaure das. bin aber aber ich versuche best möglich daraus zu lernen, um es andere weiterzugeben.	I'm sorry about that, but I strive to learn one thing that I can pass on to other people.	I'm going to be bodifying, but I'm trying to learn that to make it more different.	3.26	0	0	0	0	0	1	0	0	0	0	0	0
8	PA_online	A2	Ich bedaure das. bin aber aber ich versuche best möglich daraus zu lernen, um es andere weiterzugeben.	I'm sorry about that, but I strive to learn one thing that I can pass on to other people.	I'm going to be bodifying, but I'm trying to learn that to make it more different.	3.26	0	3	0	0	0	5	0	1	0	0	0	0
8	TF_offline	A1	Ich bedaure das. bin aber aber ich versuche best möglich daraus zu lernen, um es andere weiterzugeben.	I'm sorry about that, but I strive to learn one thing that I can pass on to other people.	But I'm trying to learn from it, but I'm trying to give it a different way.	3.26	0	0	0	0	0	2	0	1	0	0	0	0
8	TF_offline	A2	Ich bedaure das. bin aber aber ich versuche best möglich daraus zu lernen, um es andere weiterzugeben.	I'm sorry about that, but I strive to learn one thing that I can pass on to other people.	But I'm trying to learn from it, but I'm trying to give it a different way.	3.26	0	1	2	0	0	1	0	1	0	0	0	1
8	TF_online	A1	Ich bedaure das. bin aber aber ich versuche best möglich daraus zu lernen, um es andere weiterzugeben.	I'm sorry about that, but I strive to learn one thing that I can pass on to other people.	I regret regret. I'm there. But I try to make sure that I can help others pass it on.	3.26	0	0	1	1	1	1	0	0	0	0	0	0
8	TF_online	A2	Ich bedaure das. bin aber aber ich versuche best möglich daraus zu lernen, um es andere weiterzugeben.	I'm sorry about that, but I strive to learn one thing that I can pass on to other people.	I regret regret. I'm there. But I try to make sure that I can help others pass it on.	3.26	0	3	2	0	0	2	0	0	1	0	0	1
9	PA_offline	A1	Und wenn wir dies für Rohdaten machen können warum nicht auch für Inhalte selbst?	And if we can do this for raw data, why not do it for content as well?	And if we can do that for raw data, why not for content itself?	2.11	0	0	0	0	0	0	0	0	0	0	0	0
9	PA_offline	A2	Und wenn wir dies für Rohdaten machen können warum nicht auch für Inhalte selbst?	And if we can do this for raw data, why not do it for content as well?	And if we can do that for raw data, why not for content itself?	2.11	0	0	0	0	0	0	0	0	1	0	0	0
9	PA_online	A1	Und wenn wir dies für Rohdaten machen können warum nicht auch für Inhalte selbst?	And if we can do this for raw data, why not do it for content as well?	And if we do this for raw data, why not content itself?	2.11	0	0	0	0	0	0	0	1	0	0	0	0
9	PA_online	A2	Und wenn wir dies für Rohdaten machen können warum nicht auch für Inhalte selbst?	And if we can do this for raw data, why not do it for content as well?	And if we do this for raw data, why not content itself?	2.11	0	0	0	0	0	0	0	1	1	0	0	0
9	TF_offline	A1	Und wenn wir dies für Rohdaten machen können warum nicht auch für Inhalte selbst?	And if we can do this for raw data, why not do it for content as well?	And if we can do this for raw data, why not for content itself?	2.11	0	0	0	0	0	0	0	0	0	0	0	0
9	TF_offline	A2	Und wenn wir dies für Rohdaten machen können warum nicht auch für Inhalte selbst?	And if we can do this for raw data, why not do it for content as well?	And if we can do this for raw data, why not for content itself?	2.11	0	0	0	0	0	0	0	0	1	0	0	0
9	TF_online	A1	Und wenn wir dies für Rohdaten machen können warum nicht auch für Inhalte selbst?	And if we can do this for raw data, why not do it for content as well?	And if we could do this for raw data, why not do it for content itself?	2.11	0	0	0	0	0	1	0	0	0	0	0	0
9	TF_online	A2	Und wenn wir dies für Rohdaten machen können warum nicht auch für Inhalte selbst?	And if we can do this for raw data, why not do it for content as well?	And if we could do this for raw data, why not do it for content itself?	2.11	0	0	0	0	0	0	0	1	1	0	0	0
10	PA_offline	A1	Und die Vorbereitungen dazu waren enorm. Wir mussten Kameras und Scheinwerfer und alles Mögliche bauen.	And it took a lot of preparation, we had to build cameras and lights and all kinds of things.	And the preparation for this was enormous. We had to build cameras and spotlight workers and all kinds of things.	3.57	0	1	0	0	0	0	0	0	0	0	0	0
10	PA_offline	A2	Und die Vorbereitungen dazu waren enorm. Wir mussten Kameras und Scheinwerfer und alles Mögliche bauen.	And it took a lot of preparation, we had to build cameras and lights and all kinds of things.	And the preparation for this was enormous. We had to build cameras and spotlight workers and all kinds of things.	3.57	0	1	0	0	1	0	0	0	0	0	0	0
10	PA_online	A1	Und die Vorbereitungen dazu waren enorm. Wir mussten Kameras und Scheinwerfer und alles Mögliche bauen.	And it took a lot of preparation, we had to build cameras and lights and all kinds of things.	And the precursor were enormously. We had to have cameras and lights and everything else.	3.57	0	0	0	0	1	3	0	0	0	0	0	0
10	PA_online	A2	Und die Vorbereitungen dazu waren enorm. Wir mussten Kameras und Scheinwerfer und alles Mögliche bauen.	And it took a lot of preparation, we had to build cameras and lights and all kinds of things.	And the precursor were enormously. We had to have cameras and lights and everything else.	3.57	0	0	0	0	1	4	0	0	0	0	0	0
10	TF_offline	A1	Und die Vorbereitungen dazu waren enorm. Wir mussten Kameras und Scheinwerfer und alles Mögliche bauen.	And it took a lot of preparation, we had to build cameras and lights and all kinds of things.	And the preparation systems were enormous. We had to build cameras and light lights and all kinds of things.	3.57	0	0	1	0	0	1	0	0	0	0	0	0
10	TF_offline	A2	Und die Vorbereitungen dazu waren enorm. Wir mussten Kameras und Scheinwerfer und alles Mögliche bauen.	And it took a lot of preparation, we had to build cameras and lights and all kinds of things.	And the preparation systems were enormous. We had to build cameras and light lights and all kinds of things.	3.57	0	1	1	0	0	1	0	1	0	0	0	0
10	TF_online	A1	Und die Vorbereitungen dazu waren enorm. Wir mussten Kameras und Scheinwerfer und alles Mögliche bauen.	And it took a lot of preparation, we had to build cameras and lights and all kinds of things.	And the preparation of it was enormous. We had to have cameras and headlights and all kinds of things.	3.57	0	0	0	0	0	2	0	0	0	0	0	0
10	TF_online	A2	Und die Vorbereitungen dazu waren enorm. Wir mussten Kameras und Scheinwerfer und alles Mögliche bauen.	And it took a lot of preparation, we had to build cameras and lights and all kinds of things.	And the preparation of it was enormous. We had to have cameras and headlights and all kinds of things.	3.57	0	0	0	0	0	3	0	1	0	0	0	0
11	PA_offline	A1	Ich selbst habe ihn vom Cub Scout Magic der Pfadfinder in den 1970ern gelernt.	I learned it myself from Cub Scout Magic in the 1970s.	I learned from the Cub Scout Magic at the Badfinder in the 1970s, he was doing this.	8.5	0	0	0	0	0	1	1	0	0	0	0	0
11	PA_offline	A2	Ich selbst habe ihn vom Cub Scout Magic der Pfadfinder in den 1970ern gelernt.	I learned it myself from Cub Scout Magic in the 1970s.	I learned from the Cub Scout Magic at the Badfinder in the 1970s, he was doing this.	8.5	0	3	0	0	1	2	0	0	1	0	0	0
11	PA_online	A1	Ich selbst habe ihn vom Cub Scout Magic der Pfadfinder in den 1970ern gelernt.	I learned it myself from Cub Scout Magic in the 1970s.	I myself have him from the Cub Scout Magic of the Badfinder in the 1970s.	8.5	0	0	0	0	0	0	1	1	1	0	0	0
11	PA_online	A2	Ich selbst habe ihn vom Cub Scout Magic der Pfadfinder in den 1970ern gelernt.	I learned it myself from Cub Scout Magic in the 1970s.	I myself have him from the Cub Scout Magic of the Badfinder in the 1970s.	8.5	0	0	0	0	0	1	0	1	3	0	0	0
11	TF_offline	A1	Ich selbst habe ihn vom Cub Scout Magic der Pfadfinder in den 1970ern gelernt.	I learned it myself from Cub Scout Magic in the 1970s.	I've even learned it from the Cub Scout Magic of the Badfinder in the 1970s.	8.5	0	0	0	0	0	0	1	0	0	0	0	0
11	TF_offline	A2	Ich selbst habe ihn vom Cub Scout Magic der Pfadfinder in den 1970ern gelernt.	I learned it myself from Cub Scout Magic in the 1970s.	I've even learned it from the Cub Scout Magic of the Badfinder in the 1970s.	8.5	0	0	0	0	0	3	0	0	2	0	0	0
11	TF_online	A1	Ich selbst habe ihn vom Cub Scout Magic der Pfadfinder in den 1970ern gelernt.	I learned it myself from Cub Scout Magic in the 1970s.	I myself have him from the Cub Scout Magic of the Badfinder in the 1970s.	8.5	0	0	0	0	0	0	1	1	1	0	0	0
11	TF_online	A2	Ich selbst habe ihn vom Cub Scout Magic der Pfadfinder in den 1970ern gelernt.	I learned it myself from Cub Scout Magic in the 1970s.	I myself have him from the Cub Scout Magic of the Badfinder in the 1970s.	8.5	0	0	0	0	0	2	0	1	2	0	0	0
12	PA_offline	A1	Vermögen, nicht Verschulden, beeinflusst das Ergebnis.	Wealth, not culpability, shapes outcomes.	Gradues, not debt, affects the result.	0.82	0	0	0	0	0	1	1	0	0	0	0	0
12	PA_offline	A2	Vermögen, nicht Verschulden, beeinflusst das Ergebnis.	Wealth, not culpability, shapes outcomes.	Gradues, not debt, affects the result.	0.82	0	0	0	0	0	1	0	0	0	0	0	0
12	PA_online	A1	Vermögen, nicht Verschulden, beeinflusst das Ergebnis.	Wealth, not culpability, shapes outcomes.	Foughts, not debt, affects the result.	0.82	0	0	0	0	0	1	1	0	0	0	0	0
12	PA_online	A2	Vermögen, nicht Verschulden, beeinflusst das Ergebnis.	Wealth, not culpability, shapes outcomes.	Foughts, not debt, affects the result.	0.82	0	0	0	0	0	1	0	0	0	0	0	0
12	TF_offline	A1	Vermögen, nicht Verschulden, beeinflusst das Ergebnis.	Wealth, not culpability, shapes outcomes.	Responents, not school, affects the outcome.	0.82	0	0	0	0	0	1	1	0	0	0	0	0
12	TF_offline	A2	Vermögen, nicht Verschulden, beeinflusst das Ergebnis.	Wealth, not culpability, shapes outcomes.	Responents, not school, affects the outcome.	0.82	0	0	0	0	0	2	0	0	0	0	0	0
12	TF_online	A1	Vermögen, nicht Verschulden, beeinflusst das Ergebnis.	Wealth, not culpability, shapes outcomes.	Aability, not debt, affects the outcome.	0.82	0	0	0	0	0	1	1	0	0	0	0	0
12	TF_online	A2	Vermögen, nicht Verschulden, beeinflusst das Ergebnis.	Wealth, not culpability, shapes outcomes.	Aability, not debt, affects the outcome.	0.82	0	0	0	0	0	1	0	0	0	0	0	0
13	PA_offline	A1	Der offizielle Glaubenssatz von allen westlichen industrialisierten Gesellschaften.	The official dogma of all western industrial societies.	The official belief of all Western industrialized societies.	0.85	0	0	0	0	0	0	0	0	0	0	0	0
13	PA_offline	A2	Der offizielle Glaubenssatz von allen westlichen industrialisierten Gesellschaften.	The official dogma of all western industrial societies.	The official belief of all Western industrialized societies.	0.85	0	0	0	0	0	1	0	0	0	0	0	0
13	PA_online	A1	Der offizielle Glaubenssatz von allen westlichen industrialisierten Gesellschaften.	The official dogma of all western industrial societies.	The official belief of all the Western industrialized societies.	0.85	0	0	0	0	0	0	0	0	0	0	0	0
13	PA_online	A2	Der offizielle Glaubenssatz von allen westlichen industrialisierten Gesellschaften.	The official dogma of all western industrial societies.	The official belief of all the Western industrialized societies.	0.85	0	0	0	0	0	1	0	0	0	0	0	0
13	TF_offline	A1	Der offizielle Glaubenssatz von allen westlichen industrialisierten Gesellschaften.	The official dogma of all western industrial societies.	The official belief of all Western industrialized societies.	0.85	0	0	0	0	0	0	0	0	0	0	0	0
13	TF_offline	A2	Der offizielle Glaubenssatz von allen westlichen industrialisierten Gesellschaften.	The official dogma of all western industrial societies.	The official belief of all Western industrialized societies.	0.85	0	0	0	0	0	1	0	0	0	0	0	0
13	TF_online	A1	Der offizielle Glaubenssatz von allen westlichen industrialisierten Gesellschaften.	The official dogma of all western industrial societies.	The official belief of all Western industrialized societies.	0.85	0	0	0	0	0	0	0	0	0	0	0	0
13	TF_online	A2	Der offizielle Glaubenssatz von allen westlichen industrialisierten Gesellschaften.	The official dogma of all western industrial societies.	The official belief of all Western industrialized societies.	0.85	0	0	0	0	0	1	0	0	0	0	0	0
14	PA_offline	A1	Aber das ist ein essenziell wichtiges Bestandteil, wenn man Dinge eben entsprechend auch möglichst intuitiv gestalten möchte.	But it's an essential component, if you want to design things as intuitively as possible.	But that's an essential component, if you want to make things like this as intuitive as you can.	4	0	0	0	0	1	1	0	0	0	1	0	0
14	PA_offline	A2	Aber das ist ein essenziell wichtiges Bestandteil, wenn man Dinge eben entsprechend auch möglichst intuitiv gestalten möchte.	But it's an essential component, if you want to design things as intuitively as possible.	But that's an essential component, if you want to make things like this as intuitive as you can.	4	0	1	0	0	0	0	0	0	1	0	0	0
