ID	System	Annotator	Source	Reference	Hypothesis	Difficulty	AccuracyBinary	AdditionBinary	DuplicationBinary	FluencyBinary	GrammarBinary	MistranslationBinary	NonExistingWordFormBinary	OmissionBinary	OverlyLitteralBinary	TypographyBinary	UnintelligibleBinary	WordOrderBinary
3	PA_offline	A2	And that 's this piece of metal I 'm going to be talking about in a minute.	Das ist das Stück Metall über das ich gleich reden werde.	Und das ist dieses Stück Metall, worüber ich gleich reden werde.	2.75	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000
3	PA_online	A1	And that 's this piece of metal I 'm going to be talking about in a minute.	Das ist das Stück Metall über das ich gleich reden werde.	Und das ist dieses Stück Metall, das ich gleich sprechen werde, in einer Minute.	2.75	00000000000000000	00000000000000000	00000000000010000	00000000000000000	00000000000000000	00000000000000000	00000000000000000	00000001000000000	00000000000000000	00000000000000000	00000000000000000	00000000000000000
3	PA_online	A2	And that 's this piece of metal I 'm going to be talking about in a minute.	Das ist das Stück Metall über das ich gleich reden werde.	Und das ist dieses Stück Metall, das ich gleich sprechen werde, in einer Minute.	2.75	00000000000000000	00000000000001000	00000000000000000	00000000000000000	00000001000000000	00000000000000000	00000000000000000	00000000000000000	00000000000000000	00000000000010000	00000000000000000	00000000000000000
3	TF_offline	A1	And that 's this piece of metal I 'm going to be talking about in a minute.	Das ist das Stück Metall über das ich gleich reden werde.	Und das ist dieses Stück Metall, über das ich gleich sprechen werde.	2.75	00000000000000	00000000000000	00000000000000	00000000000000	00000000000000	00000000000000	00000000000000	00000000000000	00000000000000	00000000000000	00000000000000	00000000000000
3	TF_offline	A2	And that 's this piece of metal I 'm going to be talking about in a minute.	Das ist das Stück Metall über das ich gleich reden werde.	Und das ist dieses Stück Metall, über das ich gleich sprechen werde.	2.75	00000000000000	00000000000000	00000000000000	00000000000000	00000000000000	00000000000000	00000000000000	00000000000000	00000000000000	00000000000000	00000000000000	00000000000000
3	TF_online	A1	And that 's this piece of metal I 'm going to be talking about in a minute.	Das ist das Stück Metall über das ich gleich reden werde.	Und das ist dieses Stück Metall, das ich gleich sprechen werde, in einer Minute.	2.75	00000000000000000	00000000000000000	00000000000010000	00000000000000000	00000000000000000	00000000000000000	00000000000000000	00000001000000000	00000000000000000	00000000000000000	00000000000000000	00000000000000000
3	TF_online	A2	And that 's this piece of metal I 'm going to be talking about in a minute.	Das ist das Stück Metall über das ich gleich reden werde.	Und das ist dieses Stück Metall, das ich gleich sprechen werde, in einer Minute.	2.75	00000000000000000	00000000000001000	00000000000000000	00000000000000000	00000001000000000	00000000000000000	00000000000000000	00000000000000000	00000000000000000	00000000000010000	00000000000000000	00000000000000000
4	PA_offline	A1	He said, ''We farm extensively, not intensively.	Er sagte: ''Wir bauen extensiv an, nicht intensiv.	Er sagte: ''Wir Farm reichen immer, nicht intensiv.	0.79	000000000000	000000000000	000000000000	000000000000	000000000000	000001000000	000010000000	000000000000	000000000000	000000000000	000000000000	000000000000
4	PA_offline	A2	He said, ''We farm extensively, not intensively.	Er sagte: ''Wir bauen extensiv an, nicht intensiv.	Er sagte: ''Wir Farm reichen immer, nicht intensiv.	0.79	000000000000	000000100000	000000000000	000000000000	000000000000	000011000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000
4	PA_online	A1	He said, ''We farm extensively, not intensively.	Er sagte: ''Wir bauen extensiv an, nicht intensiv.	Er sagte: ''Wir Farm expandieren, nicht intensiv.	0.79	00000000000	00000000000	00000000000	00000000000	00000000000	00000100000	00001000000	00000000000	00000000000	00000000000	00000000000	00000000000
4	PA_online	A2	He said, ''We farm extensively, not intensively.	Er sagte: ''Wir bauen extensiv an, nicht intensiv.	Er sagte: ''Wir Farm expandieren, nicht intensiv.	0.79	00000000000	00000000000	00000000000	00000000000	00000000000	00001100000	00000000000	00000000000	00000000000	00000000000	00000000000	00000000000
4	TF_offline	A1	He said, ''We farm extensively, not intensively.	Er sagte: ''Wir bauen extensiv an, nicht intensiv.	Er sagte: ''Wir Landwirtschaft verlängert sich nicht lebhaft.	0.79	00000000000	00000010000	00000000000	00000000000	00000000000	00001100100	00000000000	00000000000	00000000000	00000010000	00000000000	00000000000
4	TF_offline	A2	He said, ''We farm extensively, not intensively.	Er sagte: ''Wir bauen extensiv an, nicht intensiv.	Er sagte: ''Wir Landwirtschaft verlängert sich nicht lebhaft.	0.79	00000000000	00000000000	00000000000	00000000000	00000000000	00001100100	00000000000	00000000000	00000000000	00000001000	00000000000	00000000000
4	TF_online	A1	He said, ''We farm extensively, not intensively.	Er sagte: ''Wir bauen extensiv an, nicht intensiv.	Er sagte: ''Wir Farm verlängert sich stark, nicht intensiv.	0.79	0000000000000	0000001000000	0000000000000	0000000000000	0000000000000	0000010000000	0000100000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000
4	TF_online	A2	He said, ''We farm extensively, not intensively.	Er sagte: ''Wir bauen extensiv an, nicht intensiv.	Er sagte: ''Wir Farm verlängert sich stark, nicht intensiv.	0.79	0000000000000	0000010000000	0000000000000	0000000000000	0000000000000	0000100100000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000
5	PA_offline	A1	Some of my doozies have been in the last five years.	Mancher meiner Klöpse passierten in den letzten fünf Jahren.	Einige meiner Nachzügen waren in den letzten fünf Jahren.	0.93	0000000000	0000000000	0000000000	0000000000	0000000000	0010000000	0000000000	0000000000	0000000000	0000000000	0000000000	0000000000
5	PA_offline	A2	Some of my doozies have been in the last five years.	Mancher meiner Klöpse passierten in den letzten fünf Jahren.	Einige meiner Nachzügen waren in den letzten fünf Jahren.	0.93	0000000000	0000000000	0000000000	0000000000	0010000000	0010000000	0000000000	0000000000	0000000000	0000000000	0000000000	0000000000
5	PA_online	A1	Some of my doozies have been in the last five years.	Mancher meiner Klöpse passierten in den letzten fünf Jahren.	Einige meiner Abläufe waren in den letzten fünf Jahren.	0.93	0000000000	0000000000	0000000000	0000000000	0000000000	0010000000	0000000000	0000000000	0000000000	0000000000	0000000000	0000000000
5	PA_online	A2	Some of my doozies have been in the last five years.	Mancher meiner Klöpse passierten in den letzten fünf Jahren.	Einige meiner Abläufe waren in den letzten fünf Jahren.	0.93	0000000000	0000000000	0000000000	0000000000	0000000000	0010000000	0000000000	0000000000	0000000000	0000000000	0000000000	0000000000
5	TF_offline	A1	Some of my doozies have been in the last five years.	Mancher meiner Klöpse passierten in den letzten fünf Jahren.	Einige meiner Völkermorde waren in den letzten fünf Jahren.	0.93	0000000000	0000000000	0000000000	0000000000	0000000000	0010000000	0000000000	0000000000	0000000000	0000000000	0000000000	0000000000
5	TF_offline	A2	Some of my doozies have been in the last five years.	Mancher meiner Klöpse passierten in den letzten fünf Jahren.	Einige meiner Völkermorde waren in den letzten fünf Jahren.	0.93	0000000000	0000000000	0000000000	0000000000	0000000000	0010000000	0000000000	0000000000	0000000000	0000000000	0000000000	0000000000
5	TF_online	A1	Some of my doozies have been in the last five years.	Mancher meiner Klöpse passierten in den letzten fünf Jahren.	Einige meiner ozies haben mich schon in den letzten fünf Jahren beschäftigt.	0.93	0000000000000	0000100000000	0000000000000	0000000000000	0000000000000	0000000000000	0010000000000	0000000000000	0001000000000	0000000000000	0000000000000	0000000000000
5	TF_online	A2	Some of my doozies have been in the last five years.	Mancher meiner Klöpse passierten in den letzten fünf Jahren.	Einige meiner ozies haben mich schon in den letzten fünf Jahren beschäftigt.	0.93	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000	0001000000000	0010000000000	0000000000000	0000000000000	0000000000000	0000000000000	0000000000000
6	PA_offline	A1	There 's been this huge decline in crime in America over the last three decades.	Während der letzten drei Jahrzehnte ist die Verbrechensrate in Amerika immens gesunken.	Es gab in den letzten drei Jahrzehnten einen riesigen Rückgang in Amerika im Verbrechen.	5.83	000000000000000	000000000000000	000000000000000	000000000000000	000000000000000	000000000000000	000000000000000	000000000000000	000000000000100	000000000000000	000000000000000	000000000010000
6	PA_offline	A2	There 's been this huge decline in crime in America over the last three decades.	Während der letzten drei Jahrzehnte ist die Verbrechensrate in Amerika immens gesunken.	Es gab in den letzten drei Jahrzehnten einen riesigen Rückgang in Amerika im Verbrechen.	5.83	000000000000000	000000000000000	000000000000000	000000000000000	000000000000000	000000000000000	000000000000000	000000000000000	000000000000100	000000000000000	000000000000000	000000000000000
6	PA_online	A1	There 's been this huge decline in crime in America over the last three decades.	Während der letzten drei Jahrzehnte ist die Verbrechensrate in Amerika immens gesunken.	Es gab da diesen riesigen Rückgang in Kriminalität in Amerika über die letzten drei Jahrzehnte.	5.83	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000001000100000	0000000000000000	0000000000000000	0000000000000000
6	PA_online	A2	There 's been this huge decline in crime in America over the last three decades.	Während der letzten drei Jahrzehnte ist die Verbrechensrate in Amerika immens gesunken.	Es gab da diesen riesigen Rückgang in Kriminalität in Amerika über die letzten drei Jahrzehnte.	5.83	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000001100000000	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000000000000000
6	TF_offline	A1	There 's been this huge decline in crime in America over the last three decades.	Während der letzten drei Jahrzehnte ist die Verbrechensrate in Amerika immens gesunken.	Es gab in den letzten drei Jahrzehnten einen riesigen Rückgang in den Verbrechen in Amerika.	5.83	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000000000100000	0000000000000000	0000000000000000	0000000000000000
6	TF_offline	A2	There 's been this huge decline in crime in America over the last three decades.	Während der letzten drei Jahrzehnte ist die Verbrechensrate in Amerika immens gesunken.	Es gab in den letzten drei Jahrzehnten einen riesigen Rückgang in den Verbrechen in Amerika.	5.83	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000000000100000	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000000000000000	0000000000000000
6	TF_online	A1	There 's been this huge decline in crime in America over the last three decades.	Während der letzten drei Jahrzehnte ist die Verbrechensrate in Amerika immens gesunken.	Es gab diese riesige Abnahme von Kriminalität in Amerika über die letzten drei Jahrzehnte.	5.83	000000000000000	000000000000000	000000000000000	000000000000000	000000000000000	000000000000000	000000000000000	000000000000000	000000000100000	000000000000000	000000000000000	000000000000000
6	TF_online	A2	There 's been this huge decline in crime in America over the last three decades.	Während der letzten drei Jahrzehnte ist die Verbrechensrate in Amerika immens gesunken.	Es gab diese riesige Abnahme von Kriminalität in Amerika über die letzten drei Jahrzehnte.	5.83	000000000000000	000000000000000	000000000000000	000000000000000	000000000000000	000000000000000	000000000000000	000000000000000	000000000000000	000000000000000	000000000000000	000000000000000
7	PA_offline	A1	Don 't wait until you make your first million to make a difference in somebody 's life.	Warten Sie nicht damit, einen Unterschied im Leben eines anderen zu machen, bis Sie Ihre erste Million erreicht haben.	Warte nicht, bis Sie Ihre ersten Millionen dazu bringen, in jemandem einen Unterschied zu machen.	4.73	000000000000000000	000000000000000000	000000000000000000	100000000000000000	000000000001100000	000000101000000000	000000000000000000	000000000000010000	000000000000000000	000000000000000000	000000000000000000	000000000000000000
7	PA_offline	A2	Don 't wait until you make your first million to make a difference in somebody 's life.	Warten Sie nicht damit, einen Unterschied im Leben eines anderen zu machen, bis Sie Ihre erste Million erreicht haben.	Warte nicht, bis Sie Ihre ersten Millionen dazu bringen, in jemandem einen Unterschied zu machen.	4.73	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000001000000	100000011000000000	000000000000000000	000000000000010000	000000000000000000	000000000000000000	000000000000000000	000000000000000000
7	PA_online	A1	Don 't wait until you make your first million to make a difference in somebody 's life.	Warten Sie nicht damit, einen Unterschied im Leben eines anderen zu machen, bis Sie Ihre erste Million erreicht haben.	Nicht warten, bis Sie Ihre ersten Millionen machen, um einen Unterschied in jemandes Leben zu machen.	4.73	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	1000000000000000000	0000001000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000
7	PA_online	A2	Don 't wait until you make your first million to make a difference in somebody 's life.	Warten Sie nicht damit, einen Unterschied im Leben eines anderen zu machen, bis Sie Ihre erste Million erreicht haben.	Nicht warten, bis Sie Ihre ersten Millionen machen, um einen Unterschied in jemandes Leben zu machen.	4.73	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0010000000000000000	0000000100000000000	0000000000000000000	0000000000000000000	0000000010000000000	0000000000000000000	0000000000000000000	1000000000000000000
7	TF_offline	A1	Don 't wait until you make your first million to make a difference in somebody 's life.	Warten Sie nicht damit, einen Unterschied im Leben eines anderen zu machen, bis Sie Ihre erste Million erreicht haben.	Warten Sie nicht, bis Sie die erste Million machen, um in jemandes Leben etwas zu verändern.	4.73	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000
7	TF_offline	A2	Don 't wait until you make your first million to make a difference in somebody 's life.	Warten Sie nicht damit, einen Unterschied im Leben eines anderen zu machen, bis Sie Ihre erste Million erreicht haben.	Warten Sie nicht, bis Sie die erste Million machen, um in jemandes Leben etwas zu verändern.	4.73	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000000000000000	0000000001000000000	0000000000000000000	0000000000000000000	0000000000000000000
7	TF_online	A1	Don 't wait until you make your first million to make a difference in somebody 's life.	Warten Sie nicht damit, einen Unterschied im Leben eines anderen zu machen, bis Sie Ihre erste Million erreicht haben.	Warte nicht, bis du deine erste Million dazu bringst, in jemandes Leben etwas zu verändern.	4.73	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000001000000	000000001000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000
7	TF_online	A2	Don 't wait until you make your first million to make a difference in somebody 's life.	Warten Sie nicht damit, einen Unterschied im Leben eines anderen zu machen, bis Sie Ihre erste Million erreicht haben.	Warte nicht, bis du deine erste Million dazu bringst, in jemandes Leben etwas zu verändern.	4.73	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000001000000	000000001000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000	000000000000000000
8	PA_offline	A1	Once you 've selected a piece to play, because you love it, you first look into the background of the composition 's creation.	Nachdem man zunächst sich ein Stück ausgesucht hat zu spielen, weil man davon begeistert ist, forscht man erstmal nach Hintergründen der Entstehung der Komposition.	Wenn man einmal ein Stück zum Spielen gewählt hat, weil man es liebt, schaut man zuerst in den Hintergrund der Erschaffung der Errichtung.	6.7	00000000000000000000000000	00000000000000000000000000	00000000000000000000000010	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000010	00000000000000010000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000
8	PA_offline	A2	Once you 've selected a piece to play, because you love it, you first look into the background of the composition 's creation.	Nachdem man zunächst sich ein Stück ausgesucht hat zu spielen, weil man davon begeistert ist, forscht man erstmal nach Hintergründen der Entstehung der Komposition.	Wenn man einmal ein Stück zum Spielen gewählt hat, weil man es liebt, schaut man zuerst in den Hintergrund der Erschaffung der Errichtung.	6.7	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000010	00000000000000000000000000	00000000000000000000000000	00000010000000010000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000
8	PA_online	A1	Once you 've selected a piece to play, because you love it, you first look into the background of the composition 's creation.	Nachdem man zunächst sich ein Stück ausgesucht hat zu spielen, weil man davon begeistert ist, forscht man erstmal nach Hintergründen der Entstehung der Komposition.	Wenn man einmal ein Stück ausgewählt hat, um zu spielen, denn man liebt es, man sieht zuerst in den Hintergrund der Errichtung der Zusammensetzung.	6.7	0000000000000000000000000000	0000000000000000000000000000	0000000000000000000000000000	0000000000000000000000000000	0000000000000000000000000000	0000000000000000000000001010	0000000000000000000000000000	0000000000000000000000000000	0000000000000000001000000000	0000000000000000000000000000	0000000000000000000000000000	0000000000000000010000000000
8	PA_online	A2	Once you 've selected a piece to play, because you love it, you first look into the background of the composition 's creation.	Nachdem man zunächst sich ein Stück ausgesucht hat zu spielen, weil man davon begeistert ist, forscht man erstmal nach Hintergründen der Entstehung der Komposition.	Wenn man einmal ein Stück ausgewählt hat, um zu spielen, denn man liebt es, man sieht zuerst in den Hintergrund der Errichtung der Zusammensetzung.	6.7	0000000000000000000000000000	0000000000000000000000000000	0000000000000000000000000000	0000000000001000000000000000	0000000001000000000000000000	0000000000000000000000001010	0000000000000000000000000000	0000000000000000000000000000	0000000000100000001000000000	0000000000000000000000000000	0000000000000000000000000000	0000000000000000010000000000
8	TF_offline	A1	Once you 've selected a piece to play, because you love it, you first look into the background of the composition 's creation.	Nachdem man zunächst sich ein Stück ausgesucht hat zu spielen, weil man davon begeistert ist, forscht man erstmal nach Hintergründen der Entstehung der Komposition.	Sobald man einmal ein Stück zum Spielen ausgewählt hat, weil man es liebt, schaut man zuerst in den Hintergrund der Erschaffung der Komposition.	6.7	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000010000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000
8	TF_offline	A2	Once you 've selected a piece to play, because you love it, you first look into the background of the composition 's creation.	Nachdem man zunächst sich ein Stück ausgesucht hat zu spielen, weil man davon begeistert ist, forscht man erstmal nach Hintergründen der Entstehung der Komposition.	Sobald man einmal ein Stück zum Spielen ausgewählt hat, weil man es liebt, schaut man zuerst in den Hintergrund der Erschaffung der Komposition.	6.7	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000	00000010000000010000000000	00000000000000000000000000	00000000000000000000000000	00000000000000000000000000
8	TF_online	A1	Once you 've selected a piece to play, because you love it, you first look into the background of the composition 's creation.	Nachdem man zunächst sich ein Stück ausgesucht hat zu spielen, weil man davon begeistert ist, forscht man erstmal nach Hintergründen der Entstehung der Komposition.	Sobald Sie einmal ein Stück ausgewählt haben, um zu spielen, weil Sie es lieben, dann sehen Sie zunächst in den Hintergrund der Schöpfung der Komposition.	6.7	00000000000000000000000000000	00000000000000000000000000000	00000000000000000000000000000	00000000000000000000000000000	00000000000000000000000000000	00000000000000000000000000000	00000000000000000000000000000	00000000000000000000000000000	00000000000000000010000000000	00000000000000000000000000000	00000000000000000000000000000	00000000000000000000000000000
8	TF_online	A2	Once you 've selected a piece to play, because you love it, you first look into the background of the composition 's creation.	Nachdem man zunächst sich ein Stück ausgesucht hat zu spielen, weil man davon begeistert ist, forscht man erstmal nach Hintergründen der Entstehung der Komposition.	Sobald Sie einmal ein Stück ausgewählt haben, um zu spielen, weil Sie es lieben, dann sehen Sie zunächst in den Hintergrund der Schöpfung der Komposition.	6.7	00000000000000000000000000000	00000000000000000000000000000	00000000000000000000000000000	00000000000000000000000000000	00000000010000000000000000000	00000000000000000000000001000	00000000000000000000000000000	00000000000000000000000000000	00000000001000000010000000000	00000000000000000000000000000	00000000000000000000000000000	00000000000000000000000000000
9	PA_offline	A1	So, I was completely smitten by this, and had to do more.	Das hat mich also richtig umgeworfen, und ich wollte mehr.	Ich war also vollständig von dieser Person geschüttet und musste mehr tun.	1	0000000000000	0000001000000	0000000000000	0000000000000	0000000000000	0000000100000	0000000000000	0000000000000	0000100001000	0000000000000	0000000000000	0000000000000
